author,body,datalegacylang,clean_text,speech_category
Marcemgffvg,"The stupidity of human beings at its finest, people who are trash and should disappear from this world.Then human beings get scared by natural disasters but they forget the harm they cause to others. \n#BoycottChina #StopChina #stopanimalcruelty #stopanimalabuse",en,"the stupidity of human beings at its finest, people who are trash and should disappear from this world.then human beings get scared by natural disasters but they forget the harm they cause to others. stopanimalcruelty stopanimalabuse",Hate Speech
Marcemgffvg,If this is done by those who are supposed to protect and maintain order.\nHe is nothing more than a psychopath and Chinese society has many torturers and murderers.\nSign the petition and share it\nThis seems to have no end 😞\n#stopanimalcruelty #BoycottChina  #StopChina,en,if this is done by those who are supposed to protect and maintain order. he is nothing more than a psychopath and chinese society has many torturers and murderers. sign the petition and share it this seems to have no end stopanimalcruelty,Hate Speech
lingyun1_yun,A Uyghur activist who exposed China’s abuses is jailed in New York instead of protected. Deportation risks sending him back into the regime’s claws 🐉 \n#StopChina #UyghurRights\nhttps://t.co/5PtGSHxoFo,en,a uyghur activist who exposed chinas abuses is jailed in new york instead of protected. deportation risks sending him back into the regimes claws uyghurrights,Hate Speech
trumpetplayer39,"How about we direct our efforts towards non-carbon sources of energy, which exist in the forms of nuclear &amp; water driven generation, and stop with the grifting guilt trip that 'climate change' being caused by middle aged folks driving Suburbans and F250s. #stopchina @elonmusk https://t.co/ZGNl1Jofjz",en,"how about we direct our efforts towards non-carbon sources of energy, which exist in the forms of nuclear &amp; water driven generation, and stop with the grifting guilt trip that 'climate change' being caused by middle aged folks driving suburbans and f250s.",Hate Speech
Marcemgffvg,"What can you expect from psychopaths?\nChina is a country of savages and torturers, where good people suffer hell with the cruelty that animals endure.\n#BoycottChina\n#StopChina #StopAnimalCruelty",en,"what can you expect from psychopaths? china is a country of savages and torturers, where good people suffer hell with the cruelty that animals endure. stopanimalcruelty",Hate Speech
Marcemgffvg,"Another little girl was saved from torture in #China, where psychopaths abound.\nThey may have advances in technology, but in values, respect, and ethics, they are backward. They live to torture and murder defenseless and vulnerable beings.\n#BoycottChina #StopChina",en,"another little girl was saved from torture in china, where psychopaths abound. they may have advances in technology, but in values, respect, and ethics, they are backward. they live to torture and murder defenseless and vulnerable beings.",Hate Speech
lingyun1_yun,Tibetans in Kashi village protested illegal mining. China responded with door-to-door arrests and torture 😠 \n#StopChina #GoldValley #HumanRightsDay \nhttps://t.co/R2EL11xjfn,en,tibetans in kashi village protested illegal mining. china responded with door-to-door arrests and torture goldvalley humanrightsday,Hate Speech
SamuelBell643,"A few CCP loyalists, little pink might crumble after seeing just how deeply Taiwan rejects their regime. 1/4\n#StopChina #StopInterference \n\n@celikturkcu @isaac_cychiu\n@massan_jc  @That_isChina @Midnightcause @HKokbore @hongkongishere https://t.co/jFfpKLTXLI",en,"a few ccp loyalists, little pink might crumble after seeing just how deeply taiwan rejects their regime. 1/4 stopinterference",Hate Speech
KatieAnder42,"Once again, another provocation by the PLA against Taiwan.\nIncursions, threats, and military drills, this isn’t routine posturing. It’s the slow march toward war. #Taiwan #StopChina 1/3 @HKokbore @TravelGuyAsia @IndoPac_Info @Redphoo1 https://t.co/2uiNKaWo2O",en,"once again, another provocation by the pla against taiwan. incursions, threats, and military drills, this isnt routine posturing. its the slow march toward war. taiwan 1/3",Hate Speech
BookishIam,THIS IS SPOT ON!! #StopChina\n\nThe CCP Is America’s Enemy—and It’s Time to Act Like It https://t.co/U2A9fzN1Xl via @epochtimes,en,this is spot on!! the ccp is americas enemyand its time to act like it via,Hate Speech
Marcemgffvg,"What I said, people sick with violence, a danger to the rest of the countries and our animals \n#StopAnimalCruelty \n#BoycottChina \n#StopChina \n#AltoChina\n#LaCreacionDeDiosSeCuidaYSeRespeta  #SinViolencia",en,"what i said, people sick with violence, a danger to the rest of the countries and our animals stopanimalcruelty altochina lacreaciondediossecuidayserespeta sinviolencia",Dangerous Speech
Marcemgffvg,"Asian networks should be shut down for content about animal torture and murder, which shows a society sick with violence and is full of psychopaths. \nThis is really sickening \n#BoycottChina #StopChina #StopAnimalCruelty #AltoChina",en,"asian networks should be shut down for content about animal torture and murder, which shows a society sick with violence and is full of psychopaths. this is really sickening stopanimalcruelty altochina",Dangerous Speech
Marcemgffvg,"The torture and murder of animals in China is unprecedented, and the labels used by psychopaths speak volumes about the scum they are.\n#China has no honor nor does it follow the principles of Confucianism.\n#StopChina\n#BoycottChina \n#StopAnimalCruelty",en,"the torture and murder of animals in china is unprecedented, and the labels used by psychopaths speak volumes about the scum they are. china has no honor nor does it follow the principles of confucianism. stopanimalcruelty",Hate Speech
Marcemgffvg,A massive rescue of 300 innocent souls by activists who give everything to save them 🙏🙏🙏\n#BoycottChina #StopChina #StopAnimalCruelty,en,a massive rescue of 300 innocent souls by activists who give everything to save them stopanimalcruelty,Hate Speech
Marcemgffvg,These people are the scum of the world and are making hell for animals and for those of us who seek to end animal cruelty.\nIt's so sad to know this woman is dragging this beautiful kitten and it will end up killed.\n#BoycottChina #StopChina #StopAnimalCruelty,en,these people are the scum of the world and are making hell for animals and for those of us who seek to end animal cruelty. it's so sad to know this woman is dragging this beautiful kitten and it will end up killed. stopanimalcruelty,Dangerous Speech
Marcemgffvg,How is it possible that they do not intervene and allow these psychopaths to kill all these little animals? \nWhat kind of monsters live in #China and the government is complicit in such atrocities?\n#BoycottChina #StopChina #stopanimalcruelty,en,how is it possible that they do not intervene and allow these psychopaths to kill all these little animals? what kind of monsters live in china and the government is complicit in such atrocities? stopanimalcruelty,Dangerous Speech
Marcemgffvg,All animals in the hands of abusers in China suffer\n#BoycottChina #StopChina #StopAnimalCruelty,en,all animals in the hands of abusers in china suffer stopanimalcruelty,Hate Speech
Marcemgffvg,This is hell for both the animals and the activists we should support in various ways. This cannot continue like this. What kind of world will we leave behind?\n#BoycottChina #StopAnimslCruelty #StopChina,en,this is hell for both the animals and the activists we should support in various ways. this cannot continue like this. what kind of world will we leave behind? stopanimslcruelty,Hate Speech
Marcemgffvg,"Psychopaths who teach their children to continue abusing, torturing, and murdering animals. The international community must continue to speak out and support Chinese activists.\nApply pressure to ban, formulate protective laws and enforce them. \n#StopAnimalCruelty #stopchina",en,"psychopaths who teach their children to continue abusing, torturing, and murdering animals. the international community must continue to speak out and support chinese activists. apply pressure to ban, formulate protective laws and enforce them. stopanimalcruelty",Hate Speech
cohen_yose,Buying oil from Tehran while ignoring warnings? That’s playing with fire on the global stage.1/5\n#StopChina \n\n@yuceltanay53  @ECOAlphaTango @ev_edward2 https://t.co/RfARMja3vO,en,buying oil from tehran while ignoring warnings? thats playing with fire on the global stage.1/5,Hate Speech
Marcemgffvg,"Scenes like this seem like something out of a horror movie, but this is what thousands of animals experience at the hands of torturers and murderers in #China. \nStop buying Chinese products, they sell them cheaper but they are of poor quality, do not help this happen \n#StopChina",en,"scenes like this seem like something out of a horror movie, but this is what thousands of animals experience at the hands of torturers and murderers in china. stop buying chinese products, they sell them cheaper but they are of poor quality, do not help this happen",Hate Speech
Marcemgffvg,"Is this true in China? If so, where do they allow this savagery? Is this country full of abusers and torturers? We feel so sorry for the good citizens who love animals.\n@PhaedraXTeddy @AmanthiRan4 @HgPZKypleR61580 @WeAreNotFood @DogsofYulin @PawsofChina @NadiaMo33 \n#StopChina https://t.co/0DVb6LHlcz",en,"is this true in china? if so, where do they allow this savagery? is this country full of abusers and torturers? we feel so sorry for the good citizens who love animals.",Hate Speech
xiang2121,"""China's Shi Taifeng tours Gansu &amp; Sichuan to push \""Sinicization\"" of Tibetan Buddhism—forcing monks to pledge loyalty to the CCP over Dalai Lama. Cultural genocide in plain sight. #StopChina #FreeTibet #ChinaLies\nhttps://t.co/oNtqmgGx1x""",en,"""china's shi taifeng tours gansu &amp; sichuan to push \""sinicization\"" of tibetan buddhismforcing monks to pledge loyalty to the ccp over dalai lama. cultural genocide in plain sight. freetibet chinalies",Hate Speech
Scs_insight12,"China’s push to “develop” 11,000 islands is blatant militarization disguised as governance. Artificial bases threaten peace, resources, and sovereignty across Asia. #SouthChinaSea #StopChina https://t.co/hCaavn2hcQ",en,"chinas push to develop 11,000 islands is blatant militarization disguised as governance. artificial bases threaten peace, resources, and sovereignty across asia. southchinasea",Hate Speech
xiao1_bao,"China’s bid to “build up” 11,000 islands is nothing but aggressive expansion cloaked in governance. Artificial bases, militarization, and resource grabs threaten regional peace. #SouthChinaSea #StopChina   https://t.co/Gw3fWQekfE https://t.co/Ya3VI1MRx5",en,"chinas bid to build up 11,000 islands is nothing but aggressive expansion cloaked in governance. artificial bases, militarization, and resource grabs threaten regional peace. southchinasea",Hate Speech
renkon_sukidesu,"@lico337 China violates international rules daily, yet you stay silent. Go hold your rallies at the Chinese Embassy! Tell the aggressor to stop the war, not us. Show some consistency for once. #StopChina #XiJinping",en,"china violates international rules daily, yet you stay silent. go hold your rallies at the chinese embassy! tell the aggressor to stop the war, not us. show some consistency for once. xijinping",Hate Speech
BookAndFreedom,@JoelTheDane @Tuffen78 So it is a 🇷🇺&amp;🇨🇳 war against Ukraine now.\n#Stoprussia\n#Stopchina \n#UkraineInNATO https://t.co/nlmnnjk0uc,en,so it is a &amp; war against ukraine now. stoprussia ukraineinnato,Hate Speech
voiceofuyghur12,"China is locking up millions of Uyghur people in camps, forcing them to work and forget their culture. This is wrong! Stand with Uyghurs and demand freedom. #FreeUyghur #UyghurGenocide #StopChina\nhttps://t.co/07bk43CSt6",en,"china is locking up millions of uyghur people in camps, forcing them to work and forget their culture. this is wrong! stand with uyghurs and demand freedom. freeuyghur uyghurgenocide",Hate Speech
tenzin0031,March 10 is now a global day of Tibetan solidarity—peaceful protests and calls for justice expose the CCP’s ongoing violations inside Tibet.\n#JusticeForTibet #StopChina #FreeTibet #HumanRights https://t.co/dFYZvXbAwD,en,march 10 is now a global day of tibetan solidaritypeaceful protests and calls for justice expose the ccps ongoing violations inside tibet. justicefortibet freetibet humanrights,Hate Speech
Hoang77K,"China violently suppressed the 1959 uprising, forcing the Dalai Lama into exile and scattering Tibetans worldwide. The world must still challenge Beijing’s occupation.\n#FreeTibet #StandWithTibet #StopChina #HumanRights https://t.co/XxQuWpyMhN",en,"china violently suppressed the 1959 uprising, forcing the dalai lama into exile and scattering tibetans worldwide. the world must still challenge beijings occupation. freetibet standwithtibet humanrights",Hate Speech
wangleehom03,"On March 10, 1959, tens of thousands of Tibetans rose up against the Chinese Communist Party’s occupation to defend their nation and spiritual leader—the uprising was brutally crushed.\n#FreeTibet #StopChina #CCP #HumanRights https://t.co/eTWLHDayHi",en,"on march 10, 1959, tens of thousands of tibetans rose up against the chinese communist partys occupation to defend their nation and spiritual leaderthe uprising was brutally crushed. freetibet ccp humanrights",Hate Speech
xin12_yi,"Palden Yeshi is currently being held in Chushul Prison in Tibet, serving a six-year sentence linked to his efforts to preserve Tibetan language. #FreePoliticalPrisoners #StopChina #FreeTibet https://t.co/ZerujRgPL7",en,"palden yeshi is currently being held in chushul prison in tibet, serving a six-year sentence linked to his efforts to preserve tibetan language. freepoliticalprisoners freetibet",Hate Speech
Xiang101298,"Today’s commemoration isn’t just about history — it’s a reminder of continued repression in Tibet, including restrictions on religion, language and culture under Beijing’s rule. \n#TibetUprising #CulturalGenocide #StopChina #JusticeForTibet\nhttps://t.co/RWS4VH2IPd",en,"todays commemoration isnt just about history its a reminder of continued repression in tibet, including restrictions on religion, language and culture under beijings rule. tibetuprising culturalgenocide justicefortibet",Hate Speech
voiceofuyghur12,"From Swiss gatherings to global forums, Uyghurs resist China's intensifying crackdown. Growing scrutiny worldwide—time for real action against CCP atrocities! #UyghurGenocide #StopChina #JusticeForUyghurs\n\nhttps://t.co/Dom9K7tGIk",en,"from swiss gatherings to global forums, uyghurs resist china's intensifying crackdown. growing scrutiny worldwidetime for real action against ccp atrocities! uyghurgenocide justiceforuyghurs",Hate Speech
hai_haitao3,China’s Mandarin‑only schooling in East Turkistan is not “education”—it’s cultural erasure. A language killed is a people silenced. #SaveUyghurLanguage #StopChina\nhttps://t.co/Mnomf3OkX2 https://t.co/ST8bPFPNB8,en,chinas mandarinonly schooling in east turkistan is not educationits cultural erasure. a language killed is a people silenced. saveuyghurlanguage,Hate Speech
xiao1_bao,"6 Chinese navy ships circling Taiwan again. Taiwan responds with aircraft + missiles. Feb totals: 128 planes, 127 ships. Beijing’s bullying fails! #DefendTaiwan #StopChina https://t.co/A5CRv6zmsB",en,"6 chinese navy ships circling taiwan again. taiwan responds with aircraft + missiles. feb totals: 128 planes, 127 ships. beijings bullying fails! defendtaiwan",Hate Speech
10LamineYamal10,@bapak7189 @PhaedraXTeddy @ElenaHaskins @KathyReichs @ECOAlphaTango @BanEatingDogs @_DOGPOOL_ @Dogsarethepure1 @DogsofYulin @CarlaCo92330391 @NickLoconteJr @A202220222000 @Cosmicbrigade @yuceltanay53 Chinese the worst country in the world. Thirth world . His people are psychopath. 🤮🤮🤮 #stopchina,en,chinese the worst country in the world. thirth world . his people are psychopath.,Hate Speech
javiergvb,@DerrickEvans4WV This is China. They are doing this all over the World. #stopchina.,en,this is china. they are doing this all over the world. .,Hate Speech
hai_haitao3,Authoritarian regimes love endorsements from organizations that never have to face their own people. But Uyghur families don’t need statements — they need freedom. #FreeUyghurs #StopChina\nhttps://t.co/lgtY3BXy5v https://t.co/44hvfvhPOQ,en,authoritarian regimes love endorsements from organizations that never have to face their own people. but uyghur families dont need statements they need freedom. freeuyghurs,Hate Speech
moexsoe,Words alone will not stop the killing of civilians. The people of Myanmar need action from Western democracies to halt the flow of arms and supplies to the junta. #WhatIsHappeningInMyanmar #Coup #StopChina #StopIran,en,words alone will not stop the killing of civilians. the people of myanmar need action from western democracies to halt the flow of arms and supplies to the junta. whatishappeninginmyanmar coup stopiran,Hate Speech
Ladanane,@TrumpDailyPosts Stop China from intracting in Iran. \n#stopchina,en,stop china from intracting in iran.,Hate Speech
Chen_Zhi_124,"“Eyes of the Machine” shows what Beijing wants buried: forced labor, digital tracking, and lives shattered in East Turkistan. #StopChina #UyghurRights\nhttps://t.co/ldEZMQWGZ2 https://t.co/AMqIlMIiMv",en,"eyes of the machine shows what beijing wants buried: forced labor, digital tracking, and lives shattered in east turkistan. uyghurrights",Hate Speech
Xiaoliangxu55,"China’s proposed “super‑embassy” in London isn’t diplomacy — it’s a surveillance hub that threatens Uyghurs, Hong Kongers, Tibetans, and dissidents living in the UK. #StopChina #HumanRights #ProtectDissidents",en,"chinas proposed superembassy in london isnt diplomacy its a surveillance hub that threatens uyghurs, hong kongers, tibetans, and dissidents living in the uk. humanrights protectdissidents",Hate Speech
China_Glimpse,"The award‑winning documentary Eyes of the Machine lays bare China’s mass surveillance, detention, and repression of the Uyghur people. This isn’t security — it’s state terror.\n#UyghurRights #StopChina #HumanRights",en,"the awardwinning documentary eyes of the machine lays bare chinas mass surveillance, detention, and repression of the uyghur people. this isnt security its state terror. uyghurrights humanrights",Hate Speech
Drsammrcusausam,"""\""To halt China’s climb to the top: cut off her cheap oil from Iran and Russia — it raises her costs and keeps America #1. The data shows it’s working! Now double down on U.S. renewable investment for total energy independence. #AmericaFirst #StopChina\""\n@nexta_tv""",en,"""\""to halt chinas climb to the top: cut off her cheap oil from iran and russia it raises her costs and keeps america 1. the data shows its working! now double down on u.s. renewable investment for total energy independence. americafirst \"" """,Enraged Speech
ZhangSipin64934,"Charging activists for “inciting hatred” is Beijing exporting censorship. Kazakhstan must protect justice, not China’s narrative.\n#StandWithUyghurs #StopChina\nhttps://t.co/KCQ1bwoZ7e https://t.co/XPRQ0FMFAu",en,"charging activists for inciting hatred is beijing exporting censorship. kazakhstan must protect justice, not chinas narrative. standwithuyghurs",Hate Speech
xiao1_bao,"China detains over a million Uyghurs in camps, forces labor, bans religion. This is genocide &amp; crimes against humanity—Beijing must face justice! #UyghurGenocide #StopChina #HumanRights\n\nhttps://t.co/rbnYA2VR0T",en,"china detains over a million uyghurs in camps, forces labor, bans religion. this is genocide &amp; crimes against humanitybeijing must face justice! uyghurgenocide humanrights",Hate Speech
Scs_insight12,"Oh no, Japan might get drones! Better ban everything dual-use to “preserve peace” — says the country simulating Taiwan invasions weekly. Such guardians of stability!  #ChinaAggression #JapanStrong #StopChina\n\nhttps://t.co/T8qw2nSpfq",en,"oh no, japan might get drones! better ban everything dual-use to preserve peace says the country simulating taiwan invasions weekly. such guardians of stability! chinaaggression japanstrong",Hate Speech
xiao1_bao,"""Beijing installs secret steel structures in disputed Yellow Sea zone while claiming \""management facilities.\"" Seoul sees straight through the lies — this is groundwork for future illegal claims! #ChinaExpansionism #YellowSeaTensions #StopChina https://t.co/IPHmmpefpI""",en,"""beijing installs secret steel structures in disputed yellow sea zone while claiming \""management facilities.\"" seoul sees straight through the lies this is groundwork for future illegal claims! chinaexpansionism yellowseatensions",Hate Speech
theDonAlberta,How many Canadians have been killed by this China flue virus in 2025?\n@PierrePoilievre ?\n@TimUppal ?\n@ABDanielleSmith ?\nCanada does nothing about it!\n@MarkJCarney does nothing about it!\nCanadians buy  $Billions of Chinese goods/day &amp; what do we get?\nTheir Flue virus!\n#StopChina!,en,how many canadians have been killed by this china flue virus in 2025? ? ? ? canada does nothing about it! does nothing about it! canadians buy $billions of chinese goods/day &amp; what do we get? their flue virus! !,Hate Speech
lanmu2115,From mass detention to forced assimilation—China’s actions against Uyghurs are crimes against humanity. Silence only empowers oppression. #UyghurLivesMatter #StopChina #HumanRightsViolations\nhttps://t.co/0bM3KLu1bO https://t.co/M9ui3bVYtc,en,from mass detention to forced assimilationchinas actions against uyghurs are crimes against humanity. silence only empowers oppression. uyghurlivesmatter humanrightsviolations,Hate Speech
xxTheNomad,@harukaawake That's a person. Imagine trying to attract investors by this fake acting.\n#StopChina,en,that's a person. imagine trying to attract investors by this fake acting.,Hate Speech
ZhangSipin64934,"China’s illegal gold rush in Tibet = theft + destruction. 80 Tibetans detained, 7 disappeared. Silence is complicity. #FreeTibet #StopChina\nhttps://t.co/88omi7saCi https://t.co/wByx5Tfrqk",en,"chinas illegal gold rush in tibet = theft + destruction. 80 tibetans detained, 7 disappeared. silence is complicity. freetibet",Hate Speech
muyang12341,"Gold Valley is sacred. China’s illegal mining desecrates land and spirit. Tibetans deserve protection, not prison 🛐⛏️ \n#StopChina #GoldValley #TibetanCulture\n\nhttps://t.co/oMB3rhMerZ",en,"gold valley is sacred. chinas illegal mining desecrates land and spirit. tibetans deserve protection, not prison goldvalley tibetanculture",Hate Speech
hai_haitao3,Elders detained. Phones searched. Villagers silenced. China’s fear of truth is louder than gold drills 📵 \n#StopChina #GoldValley #TibetanRights\nhttps://t.co/X345wcFHkt,en,elders detained. phones searched. villagers silenced. chinas fear of truth is louder than gold drills goldvalley tibetanrights,Hate Speech
Chen_Zhi_124,Tibetans were forced to sign lies accusing themselves of violence. China rewrites truth with threats 📝🚫 \n#StopChina #GoldValley #TibetanResistanc\nhttps://t.co/usJkAjevpk,en,tibetans were forced to sign lies accusing themselves of violence. china rewrites truth with threats goldvalley tibetanresistanc,Hate Speech
Xiaoliangxu55,"China’s gold rush in Tibet leaves rivers poisoned, valleys scarred, and people jailed 🏞️💔\n #StopChina #GoldValley #TibetanLivesMatter\nhttps://t.co/xnJJcl0r35",en,"chinas gold rush in tibet leaves rivers poisoned, valleys scarred, and people jailed goldvalley tibetanlivesmatter",Hate Speech
lanmu2115,Gold mining in sacred Tibetan land = destruction. Protesting it = jail. China’s greed knows no limits 😡 \n#StopChina #TibetanRights #GoldValley\nhttps://t.co/XSdHNtU1lM,en,gold mining in sacred tibetan land = destruction. protesting it = jail. chinas greed knows no limits tibetanrights goldvalley,Hate Speech
caihong55,A Uyghur activist seeking asylum shouldn’t be treated like a criminal. China is the threat—not the people escaping it. Protect Heng now 🚨\n #FreeUyghurs #StopChina\n\nhttps://t.co/jQr2sXWJeP,en,a uyghur activist seeking asylum shouldnt be treated like a criminal. china is the threatnot the people escaping it. protect heng now freeuyghurs,Hate Speech
Chen_Zhi_124,Uganda has zero ties to Guan Heng. Why send a Uyghur activist there except to make it easier for China to hunt him down? This is unacceptable 🚫 \n#StopChina #HumanRights\nhttps://t.co/mVWF7VIE9N https://t.co/DojWhRNOCm,en,uganda has zero ties to guan heng. why send a uyghur activist there except to make it easier for china to hunt him down? this is unacceptable humanrights,Hate Speech
hai_haitao3,"China persecutes Uyghurs, and now a Uyghur activist in the U.S. faces deportation to a country he’s never known. This is how transnational repression works 😡 \n#StopChina #ProtectUyghurs\nhttps://t.co/8X0gLTzTdc https://t.co/YUvUYtBGb4",en,"china persecutes uyghurs, and now a uyghur activist in the u.s. faces deportation to a country hes never known. this is how transnational repression works protectuyghurs",Hate Speech
xia_ming1,"China’s mega‑dam in Tibet threatens rivers, wildlife, and millions downstream. Environmental destruction isn’t “progress.” It’s control. The Himalayas aren’t Beijing’s playground. 🌊⛰️🚫🇨🇳 \n#Tibet #StopChina\nhttps://t.co/d30CIQE1I3",en,"chinas megadam in tibet threatens rivers, wildlife, and millions downstream. environmental destruction isnt progress. its control. the himalayas arent beijings playground. tibet",Hate Speech
HaoyuHaoyu12,“Preventing births” is the textbook definition of genocide. China’s assault on Uyghur women exposes its brutal war on identity. #StopChina #UyghurRights \nhttps://t.co/X3uRKaawm9,en,preventing births is the textbook definition of genocide. chinas assault on uyghur women exposes its brutal war on identity. uyghurrights,Hate Speech
Feifeiwang55,Tibetan abbot gone without trace 🚨. His school closed as China pushes Sinicization.\n#Tibet #Justice #StopChina\nhttps://t.co/Qz4tprQ1v6,en,tibetan abbot gone without trace . his school closed as china pushes sinicization. tibet justice,Hate Speech
caihong55,"From monastery to disappearance ⛔. Tibetan abbot taken, school closed.\n#Tibet #Justice #StopChina\nhttps://t.co/TefLandbzQ",en,"from monastery to disappearance . tibetan abbot taken, school closed. tibet justice",Hate Speech
Feifeiwang55,MIT &amp; Harvard co-authoring with Zhejiang Lab 🤖.\nThat’s not science—it’s complicity in genocide.\n#StopChina #UyghurGenocide #AcademicShame\nhttps://t.co/B0HloeWLuY,en,mit &amp; harvard co-authoring with zhejiang lab . thats not scienceits complicity in genocide. uyghurgenocide academicshame,Hate Speech
Xiaoliangxu55,Elite colleges risk their reputations 📉 by partnering with China’s surveillance state.\nMoral bankruptcy in the name of “research.”\n#StopChina #UyghurGenocide #AcademicIntegrity\nhttps://t.co/9cJbSAYHMV,en,elite colleges risk their reputations by partnering with chinas surveillance state. moral bankruptcy in the name of research. uyghurgenocide academicintegrity,Hate Speech
lixin_lixin32,"3,000 papers 📑 co-authored with China’s surveillance labs.\nEach page = another nail in Uyghur freedom’s coffin.\n#StopChina #UyghurGenocide #TruthMatters\nhttps://t.co/CHs6PFcb89",en,"3,000 papers co-authored with chinas surveillance labs. each page = another nail in uyghur freedoms coffin. uyghurgenocide truthmatters",Hate Speech
muyang12341,Harvard &amp; Princeton 🤝 Zhejiang Lab?\nThat’s not progress—it’s betrayal.\n#StopChina #UyghurGenocide #AcademicShame\nhttps://t.co/4BzJJLgMj3 https://t.co/mep7qNgHyL,en,harvard &amp; princeton zhejiang lab? thats not progressits betrayal. uyghurgenocide academicshame,Hate Speech
hai_haitao3,"MIT, Stanford, Harvard, Princeton 📚 linked to Beijing’s AI labs that spy &amp; oppress.\nCollaboration = Complicity.\n#StopChina #UyghurRights #AcademicIntegrity\nhttps://t.co/Aruxh2OtFN https://t.co/zd20ZR6aaR",en,"mit, stanford, harvard, princeton linked to beijings ai labs that spy &amp; oppress. collaboration = complicity. uyghurrights academicintegrity",Hate Speech
freedomhapp,"Liar….\nYou’re the one does to Japan.\nStop China, enough\n\n#StopChina",en,"liar. youre the one does to japan. stop china, enough",Hate Speech
TubaElver,@PhaedraXTeddy Help Help  #stopchina #animalsright,en,help help animalsright,Hate Speech
WACKYCityBoy,How did &amp; how come America 🇺🇸 let 🤔 CHINA 🇨🇳 buys 😳 ENTIRE single family homes' NEIGHBORHOOD? in the US? THis doesn't make sense 😕 #StopChina,en,how did &amp; how come america let china buys entire single family homes' neighborhood? in the us? this doesn't make sense,Hate Speech
Feifeiwang55,"🚨 China’s hidden war in Xinjiang = surveillance, forced labor, cultural erasure. Families torn apart, voices silenced. \n✊ #UyghurGenocide #HumanRights #StopChina #FreedomMatters #JusticeForUyghurs\nhttps://t.co/EbEWrRqXQ6",en,"chinas hidden war in xinjiang = surveillance, forced labor, cultural erasure. families torn apart, voices silenced. uyghurgenocide humanrights freedommatters justiceforuyghurs",Hate Speech
Feifeiwang55,✊ Sovereignty isn’t negotiable. Beijing’s expansion threatens every nation’s right to exist freely.\n#StopChina #GlobalSecurity\nhttps://t.co/xSKdGMy1iG https://t.co/XK46ao6QwI,en,sovereignty isnt negotiable. beijings expansion threatens every nations right to exist freely. globalsecurity,Hate Speech
lanmu2115,🛑 Incremental encroachment is Beijing’s weapon. Small steps add up to big losses for sovereignty. #TerritoryGrab #StopChina\nhttps://t.co/6XLWwSqUK5 https://t.co/4FsoS2HLdP,en,incremental encroachment is beijings weapon. small steps add up to big losses for sovereignty. territorygrab,Hate Speech
Feifeiwang55,China calls it “justice.” The world calls it torture. Every blow on Dorje Tashi proves how rotten this regime has become.\n#StopChina #HumanRights #JusticeForDorjeTashi #FreeTibet \nhttps://t.co/HpDAtDuTly https://t.co/DpkBSxKlrz,en,china calls it justice. the world calls it torture. every blow on dorje tashi proves how rotten this regime has become. humanrights justicefordorjetashi freetibet,Hate Speech
mei_dongmei,🏔️ Arunachal Pradesh isn’t just land—it’s identity. Beijing’s renaming campaign is cultural erasure disguised as cartography.\n #India #StopChina\nhttps://t.co/aTyKXkrnNY https://t.co/Sw59IewWpo,en,arunachal pradesh isnt just landits identity. beijings renaming campaign is cultural erasure disguised as cartography. india,Hate Speech
Chen_Zhi_124,"🗺️ Arunachal Pradesh renamed, South China Sea fortified, Taiwan rehearsed for invasion. Beijing’s playbook = incremental encroachment. \n#StopChina #TerritoryGrab\nhttps://t.co/rkVqd7Mp1H https://t.co/sJw8u6xVqk",en,"arunachal pradesh renamed, south china sea fortified, taiwan rehearsed for invasion. beijings playbook = incremental encroachment. territorygrab",Hate Speech
Feifeiwang55,Pempa Tsering: “China is attempting to eliminate the younger generation.” 🗣️ The world 🌍 must act before Tibet’s soul is lost 💔.\n#TibetCrisis #GlobalSolidarity #StopChina #TibetanYouth\nhttps://t.co/QHsrWUUBUG,en,pempa tsering: china is attempting to eliminate the younger generation. the world must act before tibets soul is lost . tibetcrisis globalsolidarity tibetanyouth,Hate Speech
ZhangSipin64934,China’s war on Tibetan identity begins in childhood 👶📚. One million Tibetan kids are forced into Mandarin-only boarding schools.\n#SaveTibet #CulturalGenocide #StopChina #TibetanLivesMatter\nhttps://t.co/Hb7yIPELPz,en,chinas war on tibetan identity begins in childhood . one million tibetan kids are forced into mandarin-only boarding schools. savetibet culturalgenocide tibetanlivesmatter,Hate Speech
muyang12341,"Indonesia deserves truth, not Beijing’s AI myths. Fake tombs can’t bury real freedom. #StandWithIndonesia #StopChina #TruthWins\nhttps://t.co/ZQfHqJRgZG https://t.co/LZGURJUbor",en,"indonesia deserves truth, not beijings ai myths. fake tombs cant bury real freedom. standwithindonesia truthwins",Hate Speech
hai_haitao3,"From Seoul to Sydney, people push back against China’s bullying. Nations may bend—but their people never will.\n#StandWithFreedom #StopChina #FreeWorld #FreeTibet #TibetHistory #TibetWasNeverPartOfChina #StandWithTibet #Resistance #ChinaLies #HumanRights #Lhasa #PotalaPalace https://t.co/97cMyCesJr",en,"from seoul to sydney, people push back against chinas bullying. nations may bendbut their people never will. standwithfreedom freeworld freetibet tibethistory tibetwasneverpartofchina standwithtibet resistance chinalies humanrights lhasa potalapalace",Hate Speech
